# Program:featureCounts v1.5.2; Command:"/data/biohub/local/subread-1.5.2-Linux-x86_64/bin/featureCounts" "-Q" "10" "-s" "2" "-T" "16" "-p" "-a" "/data/biohub/Refs/zebrafish/Danio_rerio.GRCz10.88.gtf" "-o" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/featureCounts/rRNA_genes.out" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/9_Ps2Ex3M1_WT_6month_07_07_2016_F3_79_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/12_Ps2Ex3M1_WT_6month_07_07_2016_F3_95_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/5_Ps2Ex3M1_Hom_6month_07_07_2016_F3_78_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/11_Ps2Ex3M1_WT_6month_07_07_2016_F3_88_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/10_Ps2Ex3M1_WT_6month_07_07_2016_F3_86_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/2_Ps2Ex3M1_Heter_6month_07_07_2016_F3_81_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/7_Ps2Ex3M1_Hom_6month_07_07_2016_F3_83_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/1_Ps2Ex3M1_Heter_6month_07_07_2016_F3_80_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/8_Ps2Ex3M1_Hom_6month_07_07_2016_F3_85_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/3_Ps2Ex3M1_Heter_6month_07_07_2016_F3_84_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/4_Ps2Ex3M1_Heter_6month_07_07_2016_F3_89_Fem_hisat2_sorted.bam" "/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/6_Ps2Ex3M1_Hom_6month_07_07_2016_F3_82_Fem_hisat2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/9_Ps2Ex3M1_WT_6month_07_07_2016_F3_79_Fem_hisat2_sorted.bam	/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/12_Ps2Ex3M1_WT_6month_07_07_2016_F3_95_Fem_hisat2_sorted.bam	/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/5_Ps2Ex3M1_Hom_6month_07_07_2016_F3_78_Fem_hisat2_sorted.bam	/data/biohub/170327MichaelLardelli_Nextseq/3_alignedData/bams/11_Ps2Ex3M1_WT_6month_07_07_2016_F3_88_Fem_hisat2_sorted.bam
ENSDARG00000099877	3;3	36463291;36464417	36463512;36465026	-;-	832	0	2	0	0
ENSDARG00000104457	3;3;3;3	36468227;36469128;36470079;36470225	36468996;36469157;36470149;36471019	-;-;-;-	1666	2	3	2	1
ENSDARG00000101886	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	36474855;36475284;36475911;36475911;36477693;36477693;36477939;36477939;36480106;36481279;36481588;36482626;36482803;36483349;36483497;36486566;36486808;36493622;36494949;36495106;36496034;36497318;36497518;36498370;36499231;36501205;36501443	36475186;36475629;36475984;36475984;36477761;36477761;36477944;36478013;36480252;36481468;36481656;36482704;36482887;36483397;36483598;36486691;36486858;36493682;36495019;36495211;36496205;36497436;36497639;36498462;36499327;36501303;36502918	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4210	331	497	397	500
ENSDARG00000098627	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	36504196;36504239;36504312;36506943;36506943;36506955;36508453;36508453;36508453;36511200;36511200;36511200;36511324;36511324;36515460;36515460;36515942;36515942;36516661;36516661;36517457;36517457;36517955;36517955;36518123;36518123;36518437;36518437;36518986;36518986;36521800;36521800	36504655;36504655;36504655;36506984;36506984;36506984;36508701;36508701;36508701;36511233;36511224;36511233;36511401;36511401;36515640;36515640;36516096;36516096;36516801;36516801;36517559;36517550;36518035;36518035;36518296;36518296;36518526;36518526;36519154;36519154;36522451;36522452	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2610	1407	1581	1539	1685
ENSDARG00000103902	3;3;3;3;3;3;3;3;3	36529727;36531997;36532594;36538188;36538413;36538648;36540490;36540670;36540918	36529943;36532101;36532747;36538336;36538549;36538851;36540575;36540815;36542530	+;+;+;+;+;+;+;+;+	2811	137	210	144	188
ENSDARG00000100972	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	36543453;36543490;36544182;36544182;36544433;36544433;36544617;36544617;36544907;36544907;36545112;36545112;36545279;36545279;36545484;36545484;36545768;36545768;36546094;36546094;36546374;36546374;36546735;36546735;36547833;36547833;36548048;36548048;36548371;36548371;36548591;36548591;36548896;36548896;36549153;36549153;36550610;36550610;36550950;36550950;36551258;36551258;36551457;36551457;36553513;36553513;36553783;36553783;36555152;36555152;36555729;36555729;36556045;36556045;36556407;36556407;36556891;36556891;36557156;36557156;36558292;36558292;36558503;36558503;36558675;36558675;36559983;36559983;36560184;36560184;36560334;36560334;36561656;36561656;36563646;36564926;36564926;36566307;36566307	36544022;36544022;36544354;36544354;36544541;36544541;36544825;36544825;36545030;36545030;36545200;36545200;36545407;36545407;36545645;36545645;36545980;36545980;36546300;36546300;36546622;36546622;36546887;36546887;36547937;36547937;36548254;36548254;36548515;36548515;36548803;36548803;36549067;36549067;36549276;36549276;36550747;36550747;36551156;36551156;36551389;36551389;36551565;36551565;36553673;36553673;36553852;36553852;36555273;36555273;36555928;36555928;36556159;36556159;36556580;36556580;36557064;36557064;36557308;36557308;36558410;36558410;36558598;36558598;36558818;36558818;36560081;36560081;36560247;36560247;36560426;36560426;36561755;36561738;36563673;36565082;36565082;36566645;36566645	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6347	4	5	11	2
ENSDARG00000104719	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	36571624;36575277;36575569;36575866;36577225;36578472;36578729;36578969;36579626;36581083;36581340;36581527;36581815;36581844;36583140;36583140;36583464;36583464;36584643;36585488;36587564;36587821;36592338;36593517;36593813;36594802;36595216;36596783;36596987;36598093;36598327;36598699;36598960;36600493	36571789;36575453;36575694;36576003;36577350;36578533;36578860;36579196;36579803;36581244;36581432;36581730;36581961;36581961;36583227;36583227;36583787;36583533;36584769;36585664;36587731;36588007;36592389;36593658;36594020;36595112;36595415;36596909;36597088;36598239;36598485;36598865;36599154;36602104	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6432	268	332	361	363
ENSDARG00000105403	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	36602660;36603413;36603702;36603958;36604203;36604455;36604644;36604859;36605143;36605544;36606032;36606236;36606397;36607256;36607573;36607840;36608068;36614455;36615682;36616826;36622966	36603328;36603607;36603868;36604116;36604349;36604556;36604770;36605058;36605453;36605751;36606149;36606308;36606580;36607423;36607749;36607966;36608210;36614592;36615807;36617002;36623007	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3758	2	9	3	0
ENSDARG00000094901	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	36604025;36665784;36666225;36666514;36666770;36667015;36667261;36667450;36667665;36667952;36668353;36668353;36668834;36668834;36669039;36669039;36669176;36669176;36671245;36671245;36671535;36671535;36671786;36671786;36672014;36672014;36674783;36674783;36674956;36674956;36675192;36675192;36675488;36675488;36676552;36676552;36676788;36676788;36677604;36677604;36678009;36678009;36678249;36678249;36678758;36678758;36679957;36679957;36680327;36681592;36682114	36605453;36666140;36666419;36666680;36666928;36667161;36667362;36667576;36667864;36668262;36668560;36668560;36668951;36668951;36669096;36669096;36669356;36669356;36671412;36671412;36671711;36671711;36671912;36671912;36672083;36672083;36674870;36674870;36675102;36675102;36675395;36675395;36675580;36675580;36676713;36676713;36676965;36676965;36677813;36677813;36678140;36678140;36678310;36678310;36678883;36678883;36680094;36680088;36680452;36681768;36682332	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6363	2	3	1	2
ENSDARG00000037895	3;3;3;3;3;3;3;3;3;3	36694853;36694861;36696427;36696427;36696713;36696713;36697034;36702260;36703480;36704548	36696325;36696325;36696592;36696592;36696742;36696742;36697257;36702314;36703544;36704638	-;-;-;-;-;-;-;-;-;-	2104	35	48	65	48
ENSDARG00000037894	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	36717712;36717843;36717843;36720314;36720314;36720314;36720332;36722735;36722735;36722735;36722735;36725791;36725948;36725948;36725948;36725963;36726472;36726472;36726472;36729280;36729301;36729301;36731722;36731722;36731722;36735705;36735705;36735705;36736500;36736500;36736500;36738159;36738159;36738159;36741736;36741736;36741736;36742976;36742976;36742976;36743151;36743151;36743151;36744516;36744516;36744516;36745778;36745778;36745778;36746303;36746303;36746303;36746508;36746508;36746508;36747442;36747442;36747442;36747958;36747958;36747958;36749271;36749271;36749271	36718047;36718047;36718047;36720465;36720465;36720465;36720465;36722860;36722860;36722880;36722860;36725791;36726070;36726827;36726070;36726070;36726589;36726589;36726589;36729513;36729513;36729513;36731824;36731824;36731824;36735868;36735868;36735868;36736591;36736591;36736591;36738321;36738321;36738321;36741917;36741917;36741917;36743067;36743067;36743067;36743179;36743179;36743179;36744641;36744641;36744641;36745956;36745956;36745956;36746398;36746398;36746398;36746589;36746589;36746589;36747522;36747522;36747522;36748042;36748042;36748042;36750793;36749331;36749396	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4746	2240	2752	1634	2454
ENSDARG00000098006	3;3;3;3	36753607;36753607;36782010;36793938	36753753;36753753;36782417;36794277	+;+;+;+	895	7	13	5	8
ENSDARG00000074524	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	36762183;36762256;36763018;36763254;36764019;36764019;36765351;36765351;36765674;36765674;36767878;36767878;36768081;36768081;36772506;36772506;36775095;36775095;36775404;36775404;36776984;36776984;36778628;36778628;36781196;36781196;36781470;36781481;36781705;36781705;36781992;36781992;36782180;36782709;36784543;36784543;36784826;36784826;36785870;36785870;36786886;36786886;36787685;36787685;36789002;36789002;36789330;36789330;36790513;36790513;36792060;36802723	36762380;36762388;36763040;36763258;36764063;36764063;36765581;36765581;36765767;36765767;36768008;36768005;36768323;36768323;36772745;36772745;36775313;36775313;36775577;36775577;36777111;36777111;36778784;36778784;36781394;36781399;36781600;36781600;36781811;36781811;36782107;36782163;36782211;36782723;36784692;36784692;36785087;36785087;36786022;36786022;36787070;36787070;36787888;36787888;36789155;36789155;36789532;36789523;36790614;36790614;36792156;36802891	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4236	1323	1953	1547	2481
ENSDARG00000099290	3	36826013	36826135	-	123	0	0	0	0
ENSDARG00000015610	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	36826949;36826949;36917945;36918675;36918675;36921175;36921175;36921175;36921414;36921414;36921414;36923698;36923698;36923698;36925237;36926555;36926555;36926555;36932623;36932623;36932623;36934089;36934089;36934089;36935455;36935455;36935455;36935934;36935934;36935934;36939926;36939926;36939926;36940594;36940594;36940594	36826998;36826998;36919150;36919150;36919150;36921336;36921336;36921336;36921566;36921566;36921566;36923847;36923847;36923847;36925325;36926641;36926641;36926641;36932749;36932749;36932749;36934168;36934168;36934168;36935523;36935523;36935523;36936101;36936101;36936101;36940038;36940038;36940038;36940760;36940729;36940729	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2621	591	606	590	615
ENSDARG00000070174	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	36830440;36858034;36876822;36880529;36880530;36887657;36887657;36890245;36890245;36891286;36891286;36896128;36896128;36897933;36897933;36900181;36900181;36902249;36902249;36904129;36904129;36909351	36830862;36858089;36876910;36880712;36880712;36887814;36887814;36890368;36890368;36891598;36891598;36896335;36896335;36898069;36898069;36900301;36900301;36902680;36902680;36904323;36904320;36913193	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6283	356	442	414	413
ENSDARG00000059804	3;3;3;3;3;3;3;3;3	36941907;36952089;36956377;36956502;36956959;36957134;36959262;36959504;36961482	36942312;36952195;36956407;36956628;36957043;36957271;36959341;36959636;36966015	+;+;+;+;+;+;+;+;+	5641	594	802	1098	977
ENSDARG00000037892	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	36970835;36970887;36970887;36971056;36971056;36971056;36987327;36987327;36987327;36988537;36988537;36988537;36988743;36991148;36991148;36991148;36991468;36991468;36993446;36993446;36993446	36970966;36970966;36970966;36971156;36971156;36971156;36987416;36987416;36987416;36988648;36988648;36988648;36988888;36991201;36991201;36991201;36991527;36991527;36993510;36993553;36993711	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	961	11	15	11	10
ENSDARG00000037891	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	36993658;36994300;36994300;36994560;36997506;36997506;36997506;36997506;37001815;37001815;37001815;37001815;37002014;37002014;37002014;37003670;37003670;37003670;37003677;37004248;37004248;37004248;37005772;37005772;37005772;37006667;37006667;37006667	36995067;36995067;36995067;36995067;36997707;36997707;36997707;36997707;37002023;37001914;37001914;37001914;37002118;37002116;37002116;37003777;37003675;37003777;37003777;37004337;37004337;37004337;37005811;37005811;37005811;37006723;37006723;37006736	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2224	81	87	66	75
ENSDARG00000055713	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	37055828;37061760;37065637;37065916;37071109;37072111;37072380;37072569;37072738;37074493;37074654;37075823;37076101;37077395;37078600;37079023;37081524;37081812;37083928;37084082;37086434;37087552;37087811;37089503;37090439;37090730	37056666;37061843;37065723;37065989;37071192;37072254;37072491;37072645;37072831;37074567;37074764;37075972;37076202;37077665;37078860;37079147;37081726;37082043;37083996;37084162;37086563;37087715;37087912;37089601;37090535;37093442	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6580	98	112	62	82
ENSDARG00000059773	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	37094066;37097910;37103913;37103913;37106880;37109278;37118003;37118003;37124256;37124256;37126241;37126241;37128930;37128930;37129192;37129192;37131291;37131291;37146262;37146262;37154743;37154743;37155318;37155318;37159641;37159641;37162848;37162848;37171864;37171864;37178296;37178296;37198279;37198279;37208292;37215828;37334399	37098111;37098111;37104026;37104026;37107641;37109343;37118155;37118155;37124687;37124687;37126553;37126553;37129077;37129077;37129322;37129322;37131466;37131466;37146422;37146422;37154763;37154763;37155445;37155358;37159733;37159730;37163659;37163659;37172156;37172156;37178491;37178491;37198305;37198305;37208858;37216147;37334617	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9178	5723	5147	4051	5441
ENSDARG00000014763	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	37416623;37416633;37418482;37418705;37422058;37422058;37422058;37422087;37422266;37422266;37422266;37422266;37422859;37422859;37422859;37422859;37429684;37429684;37443937;37443937;37446820	37417159;37418778;37418778;37418778;37422182;37422182;37422182;37422182;37422376;37422376;37422376;37422376;37423016;37423016;37423016;37423016;37429743;37429735;37443996;37444005;37446997	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2857	2526	3089	3236	3093
ENSDARG00000037889	3;3;3;3	37433027;37434197;37436146;37438485	37433181;37434450;37436411;37439762	+;+;+;+	1953	0	4	2	4
ENSDARG00000098000	3;3;3;3;3;3;3;3	37492716;37492828;37494120;37494120;37497741;37497741;37497981;37507507	37494001;37494001;37494222;37494222;37497815;37497815;37498000;37507531	-;-;-;-;-;-;-;-	1509	1	2	1	0
ENSDARG00000053070	3;3;3;3;3;3	37507578;37508307;37512630;37514291;37514534;37518154	37507763;37508371;37512738;37514423;37514674;37519002	+;+;+;+;+;+	1483	198	264	219	226
ENSDARG00000059768	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	37520586;37527038;37527303;37527305;37527804;37527804;37527975;37527975;37531790;37536298;37536492;37536492;37545469;37547948;37547948;37547948;37558049;37558049;37558049	37526943;37527168;37527446;37527446;37527890;37527890;37528317;37528042;37532126;37536564;37536564;37536564;37545504;37548025;37548025;37548025;37558093;37558124;37558134	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7867	5163	5526	3735	4487
ENSDARG00000074060	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	37565574;37580916;37583500;37583500;37583831;37583831;37584166;37584166;37585795;37585795;37588495;37588495;37588707;37588707;37590197;37590197;37594068;37594068;37594247;37594247;37595757;37595757;37595984;37595984;37598625;37598625;37598878;37598878;37599904;37599904;37600253;37600253	37565642;37581073;37583743;37583743;37583870;37583870;37584331;37584331;37586142;37586142;37588629;37588629;37588836;37588836;37590325;37590325;37594166;37594166;37594404;37594404;37595907;37595907;37596325;37596325;37598734;37598734;37599016;37599016;37600004;37600004;37601054;37600737	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3321	549	616	382	523
ENSDARG00000096233	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	37615527;37615535;37615922;37615924;37615926;37615926;37616063;37616183;37616183;37616183;37616183;37616183;37616318;37616318;37616318;37616318;37616510;37616510;37616510;37616510;37617118;37617161;37617161;37617161;37618050;37618050	37615832;37615832;37616091;37616091;37616091;37616091;37616091;37616239;37616239;37616239;37616242;37616425;37616425;37616629;37616425;37616425;37616694;37616612;37616612;37616694;37617289;37617312;37617515;37617312;37618138;37618111	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1475	2	4	6	3
ENSDARG00000089129	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	37624615;37625427;37629303;37629303;37629819;37630145;37630192;37630356;37630356;37630356;37630608;37630608;37630608;37631816;37631816;37631816	37625746;37625746;37629410;37629410;37630280;37630280;37630280;37630523;37630523;37630523;37630656;37630656;37630656;37631870;37631942;37631942	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2046	6	4	7	6
ENSDARG00000020623	3;3;3;3;3;3;3;3;3;3;3	37634631;37635983;37636274;37636274;37639205;37639205;37639447;37639447;37639686;37643929;37643929	37636075;37636075;37636378;37636378;37639340;37639340;37639605;37639734;37639734;37643982;37644015	-;-;-;-;-;-;-;-;-;-;-	2061	264	298	212	294
ENSDARG00000053058	3;3;3;3;3;3;3;3;3;3	37645371;37645451;37646174;37646174;37646496;37646496;37646781;37646781;37647197;37647197	37645455;37645766;37646308;37646308;37646571;37646571;37646910;37646910;37647386;37647351	+;+;+;+;+;+;+;+;+;+	927	359	482	738	644
ENSDARG00000083504	3	37645960	37646044	+	85	0	3	3	2
ENSDARG00000082213	3	37646345	37646431	+	87	0	1	1	0
ENSDARG00000080422	3	37646618	37646702	+	85	0	0	0	0
ENSDARG00000080207	3	37647003	37647087	+	85	0	1	4	1
ENSDARG00000096229	3;3;3;3;3;3;3;3;3;3	37648493;37648882;37649987;37653540;37655358;37656002;37658313;37661024;37661323;37664166	37648752;37648932;37650913;37653623;37655498;37656110;37658398;37661143;37661527;37664425	+;+;+;+;+;+;+;+;+;+	2243	4	8	1	6
ENSDARG00000006849	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	37682410;37685500;37685539;38363730;38363751;38416102;38416102;38439234;38439234;38450288;38450288;38466833;38466833;38472499;38472499;38472673;38472673;38479774;38479774;38482865;38482865	37682831;37686132;37686171;38363901;38363901;38416229;38416229;38439384;38439384;38450344;38450344;38466986;38466986;38472590;38472590;38472752;38472752;38479842;38479842;38484082;38484082	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3215	906	1060	861	1067
ENSDARG00000103289	3;3;3	38212722;38214102;38214417	38213254;38214157;38214433	+;+;+	606	123	121	120	136
ENSDARG00000097966	3;3;3;3	38384121;38385998;38386409;38386828	38385036;38386113;38386472;38387558	-;-;-;-	1827	0	2	2	2
ENSDARG00000089021	3;3;3;3;3;3;3;3	38398522;38398553;38399773;38399773;38403462;38403468;38406373;38406373	38398623;38398623;38400030;38399869;38403554;38403554;38406893;38407479	+;+;+;+;+;+;+;+	1560	28	12	30	38
ENSDARG00000015184	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	38506129;38509542;38514299;38514493;38516168;38519825;38525788;38528263;38530430;38531672;38532190;38534393;38535023;38537182;38537413;38539127;38541253;38541445;38550929	38509224;38509670;38514407;38514586;38516248;38519986;38525829;38528283;38530494;38531868;38532264;38534478;38535104;38537319;38537493;38539204;38541371;38541500;38551062	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4845	971	1241	1120	1206
ENSDARG00000091834	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	38563567;38563568;38568485;38570943;38570943;38571236;38571236;38573549;38573549;38574042;38574042;38574297;38574297;38575864;38575864;38576090;38576090;38579691;38579691;38580579;38580579;38580806;38580806;38582096;38582387;38588588;38588588;38603395;38603395	38565949;38565949;38568499;38571132;38571132;38571326;38571326;38573586;38573586;38574084;38574084;38574431;38574431;38576009;38576009;38576148;38576148;38579797;38579797;38580680;38580680;38580889;38582953;38582272;38582953;38588650;38588650;38603652;38603740	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5866	335	68	289	36
ENSDARG00000000567	3;3;3;3;3;3;3	38621033;38625610;38625879;38628136;38628395;38635246;38641961	38625527;38625728;38625962;38628259;38628496;38635791;38642093	-;-;-;-;-;-;-	5603	638	711	697	740
ENSDARG00000059747	3;3;3	38651641;38702152;38716625	38652624;38702368;38717447	+;+;+	2024	201	204	273	211
ENSDARG00000094994	3;3;3;3;3;3;3;3;3;3;3;3	38770699;38770756;38771520;38772411;38773500;38773500;38774044;38774044;38774044;38776783;38776783;38776783	38771591;38771591;38771591;38773610;38773610;38773610;38774140;38774140;38774140;38776839;38776859;38776895	-;-;-;-;-;-;-;-;-;-;-;-	2303	2	0	2	2
ENSDARG00000103460	3;3;3	38814992;38815472;38815571	38815412;38815527;38815858	+;+;+	765	0	0	0	1
ENSDARG00000059743	3;3;3;3;3;3;3	38957858;38963717;38964056;38964286;38967003;38967190;38967333	38957962;38963926;38964187;38964319;38967118;38967249;38968370	+;+;+;+;+;+;+	1695	22	41	78	48
ENSDARG00000017036	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	38971021;38971040;38973344;38973344;38973598;38973598;38973790;38973790;38974576;38974576;38976056;38976056;38976301;38976301;38979979;38979979;38981167;38981167;38981740;38981740;38982650;38982650;38983983;38983983;38984231;38984231;38984608;38984608;38986175;38986175;38986428;38986428;38986691;38986691;38987703;38987703;38988806;38988806;38989059;38989059;38989307;38989313;38990944;38990944;38993557;38993557;38993759;38993891;38993891;38993891;38997054;38997054;38997054;39002353;39002353;39002353;39006042;39006042;39007641;39007641;39010328;39010328;39010328;39030029;39031283	38971437;38971437;38973499;38973499;38973704;38973704;38973918;38973918;38974731;38974731;38976189;38976189;38976508;38976508;38980188;38980188;38981464;38981464;38981890;38981890;38982825;38982825;38984128;38984128;38984378;38984378;38984744;38984744;38986276;38986276;38986582;38986582;38986899;38986899;38987780;38987780;38988874;38988874;38989106;38989106;38989397;38989397;38991452;38991452;38993785;38993785;38993785;38994039;38994039;38994039;38997115;38997115;38997115;39002387;39002387;39002387;39006212;39006212;39007793;39007793;39010804;39010620;39010804;39030110;39031346	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5256	32	30	52	38
ENSDARG00000030163	3;3;3;3;3;3;3	39034002;39034195;39036164;39036835;39037038;39037750;39037961	39034115;39034327;39036214;39036944;39037205;39037882;39038190	-;-;-;-;-;-;-	939	8	23	8	7
ENSDARG00000018600	3;3;3;3;3;3;3;3;3;3;3	39039529;39042222;39042480;39042818;39043023;39044297;39044503;39044798;39047270;39047613;39048208	39040278;39042381;39042646;39042927;39043161;39044416;39044700;39044999;39047511;39047795;39048459	-;-;-;-;-;-;-;-;-;-;-	2523	222	287	312	273
